,BIN,House #,Street Name,Zip_code,Borough,Status,Number of DWT,Activity_Type,Activity_Year,Violation_Code,Law_Section,Violation_Text,Compliance_Year,Date_of_Occurrence,Summons_Number,BBL,Longitude,Latitude,Community_Board,Council_District,Census_Tract,NTA_Code
87,1016004.0,424,5 avenue,10018,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871263874.0,1008400042.0,-73.982665,40.751056,105.0,4.0,8400.0,mn0502
124,1006656.0,7,east 7 street,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871264222.0,1005440076.0,-73.990486,40.728986,103.0,2.0,4200.0,mn0303
401,1036494.0,417,park avenue,10022,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871266909.0,1013090069.0,-73.971794,40.760158,105.0,4.0,10000.0,mn0604
516,1020600.0,421,1 avenue,10010,manhattan,active,2.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871268723.0,1009300034.0,-73.977797,40.737919,106.0,2.0,6600.0,mn0603
538,1016005.0,436-438,fifth avenue,10018,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871268934.0,1008400042.0,-73.98243,40.75138,105.0,4.0,8400.0,mn0502
553,1001167.0,111,john street,10038,manhattan,active,3.0,other,2022.0,ah7f,nychc 141.07(e),failure to correct unsanitary condition of drinking water tank,2022.0,03/18/2022,871269585.0,1000750030.0,-74.005764,40.707671,101.0,1.0,1502.0,mn0101
554,1089722.0,555,10 avenue,10018,manhattan,active,4.0,nyc health department inspection,2022.0,ah7e,nychc 141.07(c),failure to provide results of drinking water tank inspection within five business days after receipt of department’s request,2021.0,08/19/2022,871276625.0,1010697501.0,-73.996105,40.758778,104.0,3.0,11700.0,mn0401
555,1015808.0,31,west   31 street,10001,manhattan,active,1.0,nyc health department inspection,2022.0,ah7e,nychc 141.07(c),failure to provide results of drinking water tank inspection within five business days after receipt of department’s request,2021.0,11/30/2022,871281052.0,1008330022.0,-73.987329,40.747132,105.0,3.0,7600.0,mn0501
558,1051486.0,1200,5 avenue,10029,manhattan,active,1.0,nyc health department inspection,2022.0,ah7e,nychc 141.07(c),failure to provide results of drinking water tank inspection within five business days after receipt of department’s request,2021.0,11/30/2022,871281099.0,1016077501.0,-73.953388,40.791138,111.0,8.0,16800.0,mn1101
559,1010639.0,120,west   14 street,10011,manhattan,active,2.0,nyc health department inspection,2022.0,ah7e,nychc 141.07(c),failure to provide results of drinking water tank inspection within five business days after receipt of department’s request,2019.0,11/30/2022,871283252.0,1006090023.0,-73.998207,40.737043,102.0,3.0,7100.0,mn0203
560,1010639.0,120,west   14 street,10011,manhattan,active,2.0,nyc health department inspection,2022.0,ah7e,nychc 141.07(c),failure to provide results of drinking water tank inspection within five business days after receipt of department’s request,2020.0,11/30/2022,871283261.0,1006090023.0,-73.998207,40.737043,102.0,3.0,7100.0,mn0203
561,1042841.0,765,park avenue,10021,manhattan,active,1.0,nyc health department inspection,2022.0,ah7e,nychc 141.07(c),failure to provide results of drinking water tank inspection within five business days after receipt of department’s request,2021.0,11/30/2022,871283308.0,1014070001.0,-73.963637,40.771346,108.0,4.0,12800.0,mn0802
562,1042841.0,765,park avenue,10021,manhattan,active,1.0,nyc health department inspection,2022.0,ah7e,nychc 141.07(c),failure to provide results of drinking water tank inspection within five business days after receipt of department’s request,2019.0,11/30/2022,871283317.0,1014070001.0,-73.963637,40.771346,108.0,4.0,12800.0,mn0802
563,1042841.0,765,park avenue,10021,manhattan,active,1.0,nyc health department inspection,2022.0,ah7e,nychc 141.07(c),failure to provide results of drinking water tank inspection within five business days after receipt of department’s request,2020.0,11/30/2022,871283326.0,1014070001.0,-73.963637,40.771346,108.0,4.0,12800.0,mn0802
581,1077855.0,127,4 avenue,10003,manhattan,active,1.0,nyc health department audit & inspection,2022.0,ah7e,nychc 141.07(c),failure to provide results of drinking water tank inspection within five business days after receipt of department’s request,2019.0,11/30/2022,871283490.0,1005580010.0,-73.989926,40.733213,103.0,2.0,4200.0,mn0303
582,1014448.0,222,west   37 street,10018,manhattan,active,1.0,nyc health department audit & inspection,2022.0,ah7e,nychc 141.07(c),failure to provide results of drinking water tank inspection within five business days after receipt of department’s request,2019.0,11/30/2022,871283500.0,1007860062.0,-73.990121,40.753255,105.0,3.0,10900.0,mn0502
583,1014448.0,222,west   37 street,10018,manhattan,active,1.0,nyc health department audit & inspection,2022.0,ah7e,nychc 141.07(c),failure to provide results of drinking water tank inspection within five business days after receipt of department’s request,2020.0,11/30/2022,871283519.0,1007860062.0,-73.990121,40.753255,105.0,3.0,10900.0,mn0502
584,1014452.0,252,west   37 street,10018,manhattan,active,1.0,nyc health department audit & inspection,2022.0,ah7e,nychc 141.07(c),failure to provide results of drinking water tank inspection within five business days after receipt of department’s request,2019.0,11/30/2022,871283528.0,1007860076.0,-73.990728,40.753514,105.0,3.0,10900.0,mn0502
585,1014452.0,252,west   37 street,10018,manhattan,active,1.0,nyc health department audit & inspection,2022.0,ah7e,nychc 141.07(c),failure to provide results of drinking water tank inspection within five business days after receipt of department’s request,2021.0,11/30/2022,871283537.0,1007860076.0,-73.990728,40.753514,105.0,3.0,10900.0,mn0502
590,1089508.0,175,east 75 street,10021,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287304.0,1014100026.0,-73.959853,40.77199,108.0,4.0,12800.0,mn0802
591,1001971.0,250,church street,10013,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287313.0,1001770002.0,-74.005649,40.717865,101.0,1.0,3300.0,mn0102
595,1000021.0,1,battery park plaza,10004,manhattan,active,3.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287378.0,1000090029.0,-74.014412,40.703218,101.0,1.0,900.0,mn0101
596,1000864.0,95,wall street,10005,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287387.0,1000330011.0,-74.007488,40.704932,101.0,1.0,700.0,mn0101
597,1001019.0,30,wall street,10005,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287396.0,1000430005.0,-74.010377,40.706938,101.0,1.0,700.0,mn0101
598,1001135.0,160,water street,10038,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287405.0,1000700043.0,-74.005594,40.706452,101.0,1.0,1502.0,mn0101
599,1000809.0,65,broadway,10006,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287414.0,1000210004.0,-74.012234,40.707113,101.0,1.0,1300.0,mn0101
600,1001266.0,42,ann street,10038,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287423.0,1000917503.0,-74.007019,40.710385,101.0,1.0,1501.0,mn0101
601,1001500.0,1,hudson street,10013,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287432.0,1001400001.0,-74.009246,40.715622,101.0,1.0,2100.0,mn0102
602,1001011.0,50,pine street,10005,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287441.0,1000417501.0,-74.00862,40.706732,101.0,1.0,700.0,mn0101
603,1002221.0,395,broadway,10013,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287450.0,1001937501.0,-74.002702,40.71845,101.0,1.0,3300.0,mn0102
604,1001022.0,20,pine street,10005,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287460.0,1000447501.0,-74.009962,40.707555,101.0,1.0,700.0,mn0101
605,1002329.0,100,lafayette street,10013,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287479.0,1001950017.0,-74.001129,40.717791,101.0,1.0,3100.0,mn0102
606,1002831.0,67,vestry street,10013,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287488.0,1002180024.0,-74.011065,40.722918,101.0,1.0,3900.0,mn0102
607,1001242.0,139,fulton street,10038,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287497.0,1000890001.0,-74.008051,40.710385,101.0,1.0,1501.0,mn0101
608,1003432.0,17-23,east broadway,10002,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287506.0,1002807501.0,-73.996894,40.713479,103.0,1.0,800.0,mn0301
609,1001417.0,125,barclay street,10007,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287515.0,1001280026.0,-74.012845,40.714181,101.0,1.0,2100.0,mn0102
610,1006576.0,57,2 avenue,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287524.0,1004590032.0,-73.989725,40.7258,103.0,2.0,3800.0,mn0303
611,1006807.0,200,east 11 street,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287533.0,1004667502.0,-73.988382,40.731215,103.0,2.0,4002.0,mn0303
612,1001862.0,366,broadway,10013,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287542.0,1001720001.0,-74.003402,40.717591,101.0,1.0,3100.0,mn0102
613,1007048.0,483,broadway,10013,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287551.0,1004740030.0,-74.000076,40.721543,102.0,1.0,4700.0,mn0201
614,1007586.0,90,prince street,10012,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287560.0,1004987501.0,-73.998358,40.72451,102.0,1.0,4900.0,mn0201
615,1002310.0,401,broadway,10013,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287570.0,1001940042.0,-74.002482,40.71871,101.0,1.0,3300.0,mn0102
616,1008015.0,141,wooster street,10012,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287589.0,1005150031.0,-73.99974,40.725825,102.0,1.0,4900.0,mn0201
618,1002414.0,168,canal street,10013,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287598.0,1002010018.0,-73.997226,40.716619,103.0,1.0,2902.0,mn0301
619,1008780.0,20,cooper square,10003,manhattan,active,2.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287607.0,1005440050.0,-73.991301,40.727644,102.0,2.0,5700.0,mn0202
620,1003275.0,48,market street,10002,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287616.0,1002747501.0,-73.994308,40.711988,103.0,1.0,800.0,mn0301
621,1008816.0,4,washington place,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287625.0,1005460031.0,-73.994155,40.729201,102.0,2.0,5700.0,mn0202
622,1005949.0,287,east 10 street,10009,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287634.0,1004380032.0,-73.982689,40.72805,103.0,2.0,3400.0,mn0303
623,1008822.0,24,waverly place,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287643.0,1005470005.0,-73.994938,40.730398,102.0,2.0,5900.0,mn0202
624,1008999.0,810,broadway,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287661.0,1005570011.0,-73.991218,40.732681,102.0,2.0,6100.0,mn0202
625,1009140.0,61,east   11 street,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287670.0,1005630045.0,-73.992311,40.73289,102.0,2.0,6100.0,mn0202
626,1006835.0,232,east 12 street,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287680.0,1004670025.0,-73.986957,40.731454,103.0,2.0,4002.0,mn0303
627,1009294.0,12,east 12 street,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287699.0,1005697501.0,-73.993902,40.734377,102.0,2.0,6100.0,mn0202
628,1007247.0,96,spring street,10012,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287708.0,1004840003.0,-73.999123,40.723168,102.0,1.0,4900.0,mn0201
629,1009587.0,25,west 11 street,10011,manhattan,active,2.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287717.0,1005750063.0,-73.996081,40.734476,102.0,2.0,6300.0,mn0202
630,1007817.0,150,varick street,10013,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287726.0,1005050001.0,-74.005693,40.726143,102.0,3.0,3700.0,mn0201
631,1010642.0,110,west 14 street,10011,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287735.0,1006090033.0,-73.997474,40.737619,102.0,3.0,7100.0,mn0203
632,1011743.0,277,west 10 street,10014,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287744.0,1006317503.0,-74.008054,40.733488,102.0,3.0,7500.0,mn0203
633,1013594.0,327,west 36 street,10018,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287753.0,1007600021.0,-73.993471,40.75389,104.0,3.0,11100.0,mn0401
634,1008773.0,419,lafayette street,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287762.0,1005440013.0,-73.99238,40.728745,102.0,2.0,5700.0,mn0202
635,1013851.0,227,west 17 street,10011,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287771.0,1007670019.0,-73.999235,40.74088,104.0,3.0,8100.0,mn0401
636,1008808.0,82,washington square east,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287780.0,1005460005.0,-73.996251,40.72992,102.0,2.0,5900.0,mn0202
637,1014340.0,243,west   30 street,10001,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287790.0,1007800015.0,-73.993731,40.749018,105.0,3.0,10100.0,mn0501
638,1008821.0,28,waverly place,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287809.0,1005470004.0,-73.995089,40.730472,102.0,2.0,5900.0,mn0202
639,1014422.0,261,west 35 street,10001,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287818.0,1007850007.0,-73.991774,40.752358,105.0,3.0,10900.0,mn0502
641,1008835.0,25,waverly place,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287827.0,1005480021.0,-73.994927,40.730414,102.0,2.0,5900.0,mn0202
642,1014469.0,270,west 38 street,10018,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287836.0,1007870084.0,-73.990641,40.754282,105.0,3.0,10900.0,mn0502
643,1014497.0,257,west 39 street,10018,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287845.0,1007890009.0,-73.98989,40.754798,105.0,3.0,11300.0,mn0502
644,1009112.0,55,east   10 street,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287854.0,1005620030.0,-73.991943,40.731954,102.0,2.0,6100.0,mn0202
645,1009142.0,55,east 11 street,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287863.0,1005630048.0,-73.992618,40.733019,102.0,2.0,6100.0,mn0202
646,1009429.0,20,5 avenue,10011,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287872.0,1005720038.0,-73.996323,40.732893,102.0,2.0,6300.0,mn0202
647,1010638.0,132,west 14 street,10011,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287881.0,1006090020.0,-73.997922,40.737806,102.0,3.0,7100.0,mn0203
648,1011112.0,56,seventh avenue,10011,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287890.0,1006180033.0,-73.999874,40.738308,102.0,3.0,7700.0,mn0203
649,1012896.0,438,west 37 street,10018,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287900.0,1007347501.0,-73.996571,40.755979,104.0,3.0,11100.0,mn0401
650,1013595.0,315,west 36 street,10018,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287919.0,1007607501.0,-73.993229,40.753785,104.0,3.0,11100.0,mn0401
651,1014264.0,328-330,seventh avenue,10001,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287928.0,1007780043.0,-73.993183,40.747494,105.0,3.0,9500.0,mn0501
652,1014417.0,254,west 35 street,10001,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287937.0,1007840071.0,-73.991663,40.752292,105.0,3.0,10900.0,mn0502
653,1014460.0,512,seventh avenue,10018,manhattan,active,2.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287946.0,1007870044.0,-73.98897,40.753283,105.0,3.0,10900.0,mn0502
654,1014484.0,526,seventh avenue,10018,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287955.0,1007880046.0,-73.988623,40.753755,105.0,3.0,11300.0,mn0502
655,1014744.0,143,west   20 street,10011,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287964.0,1007960013.0,-73.995933,40.741786,104.0,3.0,8700.0,mn0401
656,1015068.0,115,west   27 street,10001,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287973.0,1008030026.0,-73.991801,40.745782,105.0,3.0,9500.0,mn0501
657,1015082.0,100,west 28 street,10001,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287982.0,1008030043.0,-73.990949,40.746213,105.0,3.0,9500.0,mn0501
658,1015145.0,115,west 29 street,10001,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871287991.0,1008050039.0,-73.990772,40.746965,105.0,3.0,9500.0,mn0501
659,1015157.0,151,west 30 street,10001,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871288000.0,1008060006.0,-73.991053,40.74789,105.0,3.0,10100.0,mn0501
660,1015171.0,132,west 31 street,10001,manhattan,active,2.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871288010.0,1008060058.0,-73.990245,40.748345,105.0,3.0,10100.0,mn0501
661,1015174.0,371,7 avenue,10001,manhattan,active,3.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871288029.0,1008060076.0,-73.992204,40.748806,105.0,3.0,10100.0,mn0501
662,1015191.0,401,7 avenue,10001,manhattan,active,3.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871288038.0,1008087501.0,-73.991486,40.749794,105.0,3.0,10100.0,mn0501
664,1015242.0,989,6 avenue,10018,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871288047.0,1008120042.0,-73.986635,40.751394,105.0,4.0,10900.0,mn0502
665,1015261.0,1384,broadway,10018,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871288056.0,1008130050.0,-73.987378,40.752577,105.0,4.0,10900.0,mn0502
666,1015264.0,525,seventh avenue,10018,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871288065.0,1008140001.0,-73.988638,40.7537,105.0,3.0,11300.0,mn0502
667,1017596.0,30,east 40 street,10016,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871288074.0,1008690049.0,-73.979886,40.751371,106.0,4.0,8200.0,mn0502
668,1017795.0,123,east   15 street,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871288083.0,1008710025.0,-73.988042,40.734564,106.0,2.0,5000.0,mn0602
669,1017858.0,61,irving place,10003,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871288092.0,1008730059.0,-73.987085,40.736312,105.0,2.0,5000.0,mn0602
670,1018041.0,23,lexington avenue,10010,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871288101.0,1008790023.0,-73.984591,40.739699,106.0,2.0,6800.0,mn0602
671,1018102.0,351,park avenue south,10010,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871288110.0,1008810001.0,-73.985316,40.741609,105.0,2.0,6800.0,mn0602
672,1018149.0,142,east 27 street,10016,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871288120.0,1008820056.0,-73.982458,40.741825,106.0,2.0,6800.0,mn0602
673,1018161.0,377,park avenue south,10016,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871288139.0,1008820089.0,-73.984699,40.742454,105.0,2.0,6800.0,mn0602
674,1018319.0,151,east 30 street,10016,manhattan,active,1.0,self-reported annual inspection,2022.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2022.0,02/10/2023,871288148.0,1008860039.0,-73.980982,40.743648,106.0,2.0,7200.0,mn0603
