,BIN,House #,Street Name,Zip_code,Borough,Status,Number of DWT,Activity_Type,Activity_Year,Violation_Code,Law_Section,Violation_Text,Compliance_Year,Date_of_Occurrence,Summons_Number,BBL,Longitude,Latitude,Community_Board,Council_District,Census_Tract,NTA_Code
1351,3002548.0,186,joralemon street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2023.0,02/26/2024,871307288.0,3002650040.0,-73.991843,40.692662,302.0,33.0,900.0,bk0201
1352,3245725.0,35,seacoast terrace,11235,brooklyn,active,1.0,self-reported annual inspection,2023.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2023.0,02/26/2024,871307297.0,3087210360.0,-73.956648,40.576259,313.0,48.0,61002.0,bk1303
1353,3029030.0,371,flatbush ave,11238,brooklyn,active,2.0,self-reported annual inspection,2023.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2023.0,02/26/2024,871307306.0,3011640003.0,-73.972053,40.676641,308.0,35.0,16300.0,bk0801
1354,3029715.0,49-57,crown street,11225,brooklyn,active,1.0,self-reported annual inspection,2023.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2023.0,02/26/2024,871307315.0,3011890060.0,-73.960229,40.667352,309.0,35.0,21300.0,bk0901
1355,3320932.0,2525,batchelder street,11235,brooklyn,active,1.0,self-reported annual inspection,2023.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2023.0,02/26/2024,871307324.0,3074490001.0,-73.937238,40.591314,315.0,46.0,62600.0,bk1503
1356,3055395.0,500,dekalb ave,11205,brooklyn,active,1.0,self-reported annual inspection,2023.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2023.0,02/26/2024,871307333.0,3019410020.0,-73.956635,40.690758,303.0,36.0,23300.0,bk0301
1357,3325882.0,18,boerum st,11206,brooklyn,active,1.0,self-reported annual inspection,2023.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2023.0,02/26/2024,871307342.0,3030767501.0,-73.948954,40.705321,301.0,34.0,49100.0,bk0104
1358,3335934.0,180,remsen street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2023.0,02/26/2024,871307351.0,3002550036.0,-73.991587,40.693277,302.0,33.0,900.0,bk0201
1359,3341663.0,1704,st. john's place,11233,brooklyn,active,1.0,self-reported annual inspection,2023.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2023.0,02/26/2024,871307360.0,3014730025.0,-73.921202,40.670041,316.0,41.0,36100.0,bk1601
1360,3413765.0,2,north 6th place,11249,brooklyn,active,1.0,self-reported annual inspection,2023.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2023.0,02/26/2024,871307370.0,3023240030.0,-73.963203,40.720447,301.0,33.0,55500.0,bk0102
1361,3425311.0,96,wythe avenue,11249,brooklyn,active,1.0,self-reported annual inspection,2023.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2023.0,02/26/2024,871307398.0,3022950021.0,-73.958332,40.721489,301.0,33.0,55700.0,bk0102
1362,3426466.0,1,bell slip,11222,brooklyn,active,2.0,self-reported annual inspection,2023.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2023.0,02/26/2024,871307407.0,3024720200.0,-73.958597,40.73672,301.0,33.0,56302.0,bk0101
1374,3418101.0,1,blue slip,11222,brooklyn,active,1.0,self-reported annual inspection,2023.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2023.0,02/26/2024,871307526.0,3024727503.0,-73.959012,40.736165,301.0,33.0,56302.0,bk0101
11701,3002009.0,185,montague street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002440013.0,-73.991832,40.69412,302.0,33.0,900.0,bk0201
11702,3002009.0,185,montague street,11201,brooklyn,active,1.0,nyc health department inspection,2023.0,0,0,0,2019.0,0,0.0,3002440013.0,-73.991832,40.69412,302.0,33.0,900.0,bk0201
11703,3002548.0,186,joralemon street,11201,brooklyn,active,1.0,nyc health department inspection,2023.0,0,0,0,2019.0,0,0.0,3002650040.0,-73.991843,40.692662,302.0,33.0,900.0,bk0201
11704,3002555.0,111,livingston street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002660001.0,-73.989791,40.691136,302.0,33.0,900.0,bk0201
11705,3002555.0,111,livingston street,11201,brooklyn,active,1.0,nyc health department inspection,2023.0,0,0,0,2019.0,0,0.0,3002660001.0,-73.989791,40.691136,302.0,33.0,900.0,bk0201
11706,3025610.0,501,6th street,11215,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3010840164.0,-73.979031,40.668213,306.0,39.0,15300.0,bk0602
11707,3025610.0,501,6th street,11215,brooklyn,active,1.0,nyc health department inspection,2023.0,0,0,0,2019.0,0,0.0,3010840164.0,-73.979031,40.668213,306.0,39.0,15300.0,bk0602
11708,3137572.0,950,49th street,11219,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3056380019.0,-73.999816,40.639666,312.0,38.0,11400.0,bk1201
11709,3137572.0,950,49th street,11219,brooklyn,active,1.0,nyc health department inspection,2023.0,0,0,0,2020.0,0,0.0,3056380019.0,-73.999816,40.639666,312.0,38.0,11400.0,bk1201
11710,3320932.0,2525,batchelder street,11235,brooklyn,active,1.0,nyc health department inspection,2023.0,0,0,0,2019.0,0,0.0,3074490001.0,-73.937238,40.591314,315.0,46.0,62600.0,bk1503
11711,3320932.0,2525,batchelder street,11235,brooklyn,active,1.0,nyc health department inspection,2023.0,0,0,0,2020.0,0,0.0,3074490001.0,-73.937238,40.591314,315.0,46.0,62600.0,bk1503
11712,3320932.0,2525,batchelder street,11235,brooklyn,active,1.0,nyc health department inspection,2023.0,0,0,0,2021.0,0,0.0,3074490001.0,-73.937238,40.591314,315.0,46.0,62600.0,bk1503
11713,3320932.0,2525,batchelder street,11235,brooklyn,active,1.0,nyc health department inspection,2023.0,0,0,0,2022.0,0,0.0,3074490001.0,-73.937238,40.591314,315.0,46.0,62600.0,bk1503
11714,3336293.0,948,48th st,11219,brooklyn,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3056310038.0,-73.999261,40.640243,312.0,38.0,11400.0,bk1201
11715,3336293.0,948,48th st,11219,brooklyn,active,2.0,nyc health department inspection,2023.0,0,0,0,2019.0,0,0.0,3056310038.0,-73.999261,40.640243,312.0,38.0,11400.0,bk1201
16043,3000010.0,20,jay street,11201,brooklyn,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3000190001.0,-73.986587,40.704313,302.0,33.0,2100.0,bk0202
16044,3000179.0,90,sands street,11201,brooklyn,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3000870009.0,-73.987219,40.70007,302.0,33.0,1300.0,bk0202
16045,3000216.0,49,flatbush avenue extension,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3001200020.0,-73.985016,40.697339,302.0,33.0,1501.0,bk0202
16046,3000242.0,271,cadman plaza east,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3001270001.0,-73.990047,40.695805,302.0,33.0,1300.0,bk0202
16047,3000244.0,101,johnson street,11201,brooklyn,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3001310025.0,-73.986318,40.694937,302.0,33.0,1300.0,bk0202
16048,3000246.0,11,metrotech center,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3001320001.0,-73.985103,40.695426,302.0,33.0,1501.0,bk0202
16049,3000257.0,360,adams street,11201,brooklyn,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3001390020.0,-73.988904,40.694122,302.0,33.0,1100.0,bk0202
16050,3000259.0,335,adams street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3001407501.0,-73.988908,40.693565,302.0,33.0,1100.0,bk0202
16051,3000265.0,6,metro tech,11201,brooklyn,not active,0.0,other,2023.0,0,0,0,2023.0,0,0.0,3001427502.0,-73.987205,40.694032,302.0,33.0,1100.0,bk0202
16052,3000349.0,360,bridge street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3001480039.0,-73.985266,40.692632,302.0,33.0,1100.0,bk0202
16053,3000350.0,81,willoughby street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3001480046.0,-73.985753,40.692184,302.0,33.0,1100.0,bk0202
16054,3000370.0,9,dekalb avenue,11201,brooklyn,active,3.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3001497503.0,-73.98254,40.689985,302.0,33.0,1502.0,bk0202
16055,3000412.0,80,willoughby street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3001527502.0,-73.985616,40.692162,302.0,33.0,1100.0,bk0202
16056,3000428.0,141,livingston st,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3001540028.0,-73.988346,40.690647,302.0,33.0,3700.0,bk0202
16057,3000534.0,120,schermerhorn street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3001690017.0,-73.988923,40.690074,302.0,33.0,4300.0,bk0202
16058,3001510.0,160,columbia heights,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002080331.0,-73.996495,40.697982,302.0,33.0,301.0,bk0201
16059,3001519.0,2,montague terrace,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002080508.0,-73.99744,40.695547,302.0,33.0,301.0,bk0201
16060,3001548.0,140,cadman plaza west,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002120001.0,-73.99098,40.699994,302.0,33.0,100.0,bk0201
16061,3001646.0,80,cranberry street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002210020.0,-73.992679,40.699552,302.0,33.0,100.0,bk0201
16062,3001685.0,45,pineapple street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002260001.0,-73.993985,40.698459,302.0,33.0,100.0,bk0201
16063,3001717.0,21,clark street,11201,brooklyn,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002300001.0,-73.995326,40.698094,302.0,33.0,301.0,bk0201
16064,3001726.0,111,hicks street,11201,brooklyn,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002310019.0,-73.994439,40.69821,302.0,33.0,501.0,bk0201
16065,3001734.0,1,pierrepont street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002340008.0,-73.997032,40.696574,302.0,33.0,301.0,bk0201
16066,3001779.0,35,pierrepont street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002350004.0,-73.996008,40.69603,302.0,33.0,301.0,bk0201
16067,3001790.0,135,willow st,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002350020.0,-73.995925,40.697123,302.0,33.0,301.0,bk0201
16068,3001819.0,160,henry street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002360001.0,-73.993851,40.695756,302.0,33.0,501.0,bk0201
16069,3001825.0,55,pierrepont street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002367502.0,-73.995117,40.695783,302.0,33.0,501.0,bk0201
16070,3001826.0,187,hicks street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002360018.0,-73.995478,40.696019,302.0,33.0,501.0,bk0201
16071,3001881.0,45,monroe place,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002370001.0,-73.992802,40.695822,302.0,33.0,502.0,bk0201
16072,3001882.0,161,henry street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002370008.0,-73.993826,40.695759,302.0,33.0,502.0,bk0201
16073,3001883.0,155,henry street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002370017.0,-73.993639,40.696157,302.0,33.0,502.0,bk0201
16074,3001909.0,25,monroe place,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002370054.0,-73.992564,40.696324,302.0,33.0,502.0,bk0201
16075,3001936.0,40,clinton street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002380065.0,-73.9919,40.695374,302.0,33.0,502.0,bk0201
16076,3001937.0,300,cadman plaza west,11201,brooklyn,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002390001.0,-73.990869,40.695198,302.0,33.0,502.0,bk0201
16077,3001944.0,57,montague street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002410012.0,-73.996924,40.695525,302.0,33.0,301.0,bk0201
16078,3001965.0,111-117,montague street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002420008.0,-73.994987,40.69499,302.0,33.0,501.0,bk0201
16079,3001978.0,62,pierrepont st,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002420027.0,-73.994767,40.695671,302.0,33.0,501.0,bk0201
16080,3002008.0,195,montague st,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002447501.0,-73.991472,40.694015,302.0,33.0,900.0,bk0201
16081,3002033.0,62,montague street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002470025.0,-73.99678,40.695468,302.0,33.0,301.0,bk0201
16082,3002035.0,68,montague street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002470028.0,-73.996589,40.695416,302.0,33.0,301.0,bk0201
16083,3002054.0,98,montague street,11201,brooklyn,not active,0.0,other,2023.0,0,0,0,2023.0,0,0.0,3002480015.0,-73.995301,40.695059,302.0,33.0,501.0,bk0201
16084,3002095.0,175,remsen st,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002500007.0,-73.991634,40.693307,302.0,33.0,900.0,bk0201
16085,3002105.0,180,montague street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002500030.0,-73.991756,40.694079,302.0,33.0,900.0,bk0201
16086,3002108.0,16,court street,11241,brooklyn,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002500044.0,-73.990577,40.693445,302.0,33.0,900.0,bk0201
16087,3002200.0,60,remsen street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002530053.0,-73.995943,40.694482,302.0,33.0,501.0,bk0201
16088,3002201.0,70,remsen street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002530057.0,-73.995658,40.694403,302.0,33.0,501.0,bk0201
16089,3002242.0,44,court street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002550001.0,-73.990963,40.692591,302.0,33.0,900.0,bk0201
16090,3002248.0,32,court street,11201,brooklyn,active,4.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002550044.0,-73.990758,40.693014,302.0,33.0,900.0,bk0201
16091,3002538.0,142,joralemon street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002640015.0,-73.99357,40.692909,302.0,33.0,700.0,bk0201
16092,3002539.0,150,joralemon st,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002640017.0,-73.993267,40.692863,302.0,33.0,700.0,bk0201
16093,3002543.0,75,livingston street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002650001.0,-73.991742,40.691688,302.0,33.0,900.0,bk0201
16094,3002547.0,184,joralemon street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002650039.0,-73.991901,40.692671,302.0,33.0,900.0,bk0201
16095,3002549.0,50,court street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002650043.0,-73.9911,40.692314,302.0,33.0,900.0,bk0201
16096,3002556.0,85,livingston street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002660012.0,-73.990823,40.69143,302.0,33.0,900.0,bk0201
16097,3002557.0,65,court street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002660020.0,-73.991227,40.692012,302.0,33.0,900.0,bk0201
16098,3002558.0,210,joralemon street,11201,brooklyn,active,3.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002667501.0,-73.990491,40.692459,302.0,33.0,900.0,bk0201
16099,3002707.0,96,schermerhorn street,11201,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3002710047.0,-73.990174,40.690488,302.0,33.0,900.0,bk0201
16100,3014856.0,150,55th street,11220,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3008280001.0,-74.02093,40.646941,307.0,38.0,2200.0,bk0702
16101,3022136.0,359,ninth street,11215,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3010057502.0,-73.984694,40.668403,306.0,39.0,13700.0,bk0602
16102,3023223.0,506,6th avenue,11215,brooklyn,not active,0.0,other,2023.0,0,0,0,2023.0,0,0.0,3010290045.0,-73.985884,40.665725,306.0,39.0,13900.0,bk0602
16103,3024466.0,209,lincoln place,11217,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3010590061.0,-73.97334,40.675252,306.0,39.0,15900.0,bk0602
16104,3024471.0,1,plaza st west,11217,brooklyn,not active,0.0,other,2023.0,0,0,0,2023.0,0,0.0,3010600008.0,-73.971148,40.675145,306.0,39.0,15900.0,bk0602
16105,3024625.0,39,plaza street west,11217,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3010640018.0,-73.971437,40.673665,306.0,39.0,15900.0,bk0602
16106,3024627.0,47,plaza street west,11217,brooklyn,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3010640024.0,-73.971319,40.673344,306.0,39.0,15900.0,bk0602
16107,3024655.0,90,eighth ave,11215,brooklyn,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,3010650037.0,-73.973247,40.673073,306.0,39.0,15700.0,bk0602
