,BIN,House #,Street Name,Zip_code,Borough,Status,Number of DWT,Activity_Type,Activity_Year,Violation_Code,Law_Section,Violation_Text,Compliance_Year,Date_of_Occurrence,Summons_Number,BBL,Longitude,Latitude,Community_Board,Council_District,Census_Tract,NTA_Code
6166,3325918.0,237,nassau street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3000900001.0,-73.982203,40.698343,302.0,35.0,2300.0,bk0202
6167,3326019.0,75,henry street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3002170001.0,-73.992452,40.698597,302.0,33.0,100.0,bk0201
6168,3326546.0,265,livonia avenue,11212,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3035760001.0,-73.908202,40.66267,316.0,41.0,91200.0,bk1602
6169,3326603.0,1381,linden blvd,11212,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3036330001.0,-73.908974,40.654436,316.0,42.0,92200.0,bk1602
6170,3326604.0,1407,linden boulevard,11212,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3036340001.0,-73.907568,40.654643,316.0,42.0,92200.0,bk1602
6171,3326948.0,108,christopher avenue,11212,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3037090001.0,-73.906201,40.671012,316.0,37.0,90800.0,bk1602
6172,3327013.0,157,belmont avenue,11212,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3037270001.0,-73.90435,40.669328,316.0,41.0,90800.0,bk1602
6174,3327711.0,451,clarkson avenue,11203,brooklyn,active,4.0,nyc health department audit,2021.0,0,0,0,,0,0.0,3048290001.0,-73.944602,40.65576,309.0,40.0,80800.0,bk0902
6175,3327711.0,451,clarkson avenue,11203,brooklyn,active,4.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3048290001.0,-73.944602,40.65576,309.0,40.0,80800.0,bk0902
6176,3327971.0,54,boerum street,11206,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3030770001.0,-73.947161,40.705512,301.0,34.0,49100.0,bk0104
6177,3328045.0,393,dumont ave,11212,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3037770001.0,-73.904901,40.664767,316.0,41.0,91000.0,bk1602
6178,3328133.0,393-399,powell street,11212,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3037970001.0,-73.902724,40.66482,316.0,42.0,91000.0,bk1602
6179,3329431.0,269,gold street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001220010.0,-73.983162,40.696625,302.0,33.0,1501.0,bk0202
6180,3329438.0,11,hoyt street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001577501.0,-73.985327,40.690216,302.0,33.0,3700.0,bk0202
6181,3329443.0,250,livingston street,11201,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001650022.0,-73.984228,40.689033,302.0,33.0,3700.0,bk0202
6182,3329459.0,188,montague street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3002500036.0,-73.991504,40.694007,302.0,33.0,900.0,bk0201
6183,3331100.0,313,gold street,11201,brooklyn,not active,0.0,other,2021.0,0,0,0,2021.0,0,0.0,3001340001.0,-73.983249,40.695003,302.0,35.0,1501.0,bk0202
6184,3331517.0,2164,78 street,11214,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3062640029.0,-73.990013,40.606976,311.0,43.0,27000.0,bk1101
6185,3332518.0,1,hoyt street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001570009.0,-73.98519,40.690419,302.0,33.0,3700.0,bk0202
6186,3333397.0,315,sutter ave,11212,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3035260021.0,-73.90821,40.667437,316.0,41.0,90600.0,bk1602
6187,3334963.0,190,willoughby street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3020850001.0,-73.980152,40.691958,302.0,35.0,3101.0,bk0203
6188,3335094.0,470,vanderbilt avenue,11238,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3020090001.0,-73.967824,40.683049,302.0,35.0,19900.0,bk0204
6189,3335129.0,63,flushing avenue,11205,brooklyn,active,2.0,self-reported annual inspection,2021.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2021.0,01/24/2022,0.0,3020230001.0,-73.974986,40.69802,302.0,33.0,54300.0,bk0261
6190,3335143.0,141,flushing avenue,11205,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3020230001.0,-73.970987,40.697858,302.0,33.0,54300.0,bk0261
6191,3335231.0,24,monument walk,11205,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3020340001.0,-73.979531,40.695491,302.0,35.0,2901.0,bk0203
6192,3335261.0,79,north oxford walk,11205,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3020410001.0,-73.97511,40.695553,302.0,35.0,18501.0,bk0203
6193,3335883.0,225,cadman plaza east,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3000850100.0,-73.989946,40.697518,302.0,33.0,1300.0,bk0202
6194,3335884.0,25,chapel street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001180006.0,-73.986015,40.697254,302.0,33.0,1300.0,bk0202
6195,3335892.0,300,jay street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2021.0,01/24/2022,0.0,3001280001.0,-73.98714,40.695563,302.0,33.0,1300.0,bk0202
6196,3335922.0,30,columbia heights,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3002080002.0,-73.99468,40.701797,302.0,33.0,100.0,bk0201
6197,3335928.0,100,henry street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3002310001.0,-73.992888,40.697754,302.0,33.0,501.0,bk0201
6198,3335934.0,180,remsen street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3002550036.0,-73.991587,40.693277,302.0,33.0,900.0,bk0201
6199,3336056.0,272,wyckoff street,11217,brooklyn,active,2.0,nyc health department audit,2021.0,ah7e,nychc 141.07(c),failure to provide results of drinking water tank inspection within five business days after receipt of department’s request.,2019.0,12/27/2021,0.0,3003940001.0,-73.984081,40.68342,306.0,39.0,12700.0,bk0601
6200,3336056.0,272,wyckoff street,11217,brooklyn,active,2.0,nyc health department audit,2021.0,ah7e,nychc 141.07(c),failure to provide results of drinking water tank inspection within five business days after receipt of department’s request.,2020.0,12/27/2021,0.0,3003940001.0,-73.984081,40.68342,306.0,39.0,12700.0,bk0601
6201,3336056.0,272,wyckoff street,11217,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3003940001.0,-73.984081,40.68342,306.0,39.0,12700.0,bk0601
6202,3336073.0,426,baltic street,11217,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3004040001.0,-73.988552,40.683555,306.0,39.0,7100.0,bk0601
6203,3336512.0,2630,cropsey avenue,11214,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3069330055.0,-73.990887,40.589563,313.0,47.0,31401.0,bk1301
6204,3337062.0,215,cozine avenue,11207,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3043930001.0,-73.884151,40.655517,305.0,42.0,110600.0,bk0503
6205,3337265.0,2475,west 16th street,11214,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3069190001.0,-73.985372,40.586985,313.0,47.0,30800.0,bk1301
6206,3337274.0,2601,ocean parkway,11235,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3072390001.0,-73.966168,40.586552,313.0,48.0,37000.0,bk1301
6208,3337274.0,2601,ocean parkway,11235,brooklyn,active,1.0,nyc health department audit,2021.0,0,0,0,,0,0.0,3072390001.0,-73.966168,40.586552,313.0,48.0,37000.0,bk1301
6209,3337808.0,506,6 street,11215,brooklyn,active,3.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3010860001.0,-73.979237,40.668293,306.0,39.0,15300.0,bk0602
6210,3338415.0,25,boerum street,11206,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3030580001.0,-73.948755,40.705359,301.0,34.0,51100.0,bk0104
6211,3338423.0,29,moore street,11206,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3030780001.0,-73.945118,40.703513,301.0,34.0,49100.0,bk0104
6212,3338433.0,24,humbolt street,11206,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3031290001.0,-73.9406,40.702194,301.0,34.0,48900.0,bk0104
6213,3339433.0,1548,east new york avenue,11212,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3034890001.0,-73.911145,40.672152,316.0,41.0,90600.0,bk1602
6214,3340264.0,2675,west 36 street,11224,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3069620011.0,-74.002707,40.579931,313.0,47.0,33000.0,bk1302
6215,3341583.0,492,henry street,11231,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3003317501.0,-73.999236,40.684516,306.0,39.0,6300.0,bk0601
6216,3341663.0,1704,st. johns place,11233,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3014730025.0,-73.921202,40.670041,316.0,41.0,36100.0,bk1601
6217,3341976.0,255,havemeyer street,11211,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3021410019.0,-73.959859,40.707793,301.0,34.0,52500.0,bk0102
6218,3345707.0,800,poly place,11209,brooklyn,active,3.0,self-reported annual inspection,2021.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2021.0,01/24/2022,0.0,3061530001.0,-74.02399,40.609263,310.0,50.0,16400.0,bk1061
6219,3346312.0,33,university plaza,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3020850025.0,-73.98144,40.69071,302.0,35.0,3101.0,bk0203
6220,3346512.0,205,state street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3002710001.0,-73.990884,40.689972,302.0,33.0,900.0,bk0201
6221,3347736.0,330,jay street,11201,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001407502.0,-73.987198,40.694495,302.0,33.0,1100.0,bk0202
6222,3348849.0,2,hanson place,11217,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3020017501.0,-73.977728,40.685093,302.0,35.0,3500.0,bk0203
6223,3385303.0,2923-49,west 28 street,11224,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3070530014.0,-73.994204,40.575037,313.0,47.0,34200.0,bk1302
6224,3391008.0,1,northside piers,11249,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3023407501.0,-73.964188,40.719221,301.0,33.0,55500.0,bk0102
6225,3391222.0,85,adams street,11201,brooklyn,not active,0.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3000527501.0,-73.988596,40.701816,302.0,33.0,2100.0,bk0202
6226,3391222.0,85,adams street,11201,brooklyn,not active,0.0,nyc health department audit,2021.0,0,0,0,2019.0,0,0.0,3000527501.0,-73.988596,40.701816,302.0,33.0,2100.0,bk0202
6227,3391222.0,85,adams street,11201,brooklyn,not active,0.0,nyc health department audit,2021.0,0,0,0,2020.0,0,0.0,3000527501.0,-73.988596,40.701816,302.0,33.0,2100.0,bk0202
6228,3391840.0,80,dekalb ave,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3020940010.0,-73.97972,40.689864,302.0,35.0,3300.0,bk0203
6229,3392184.0,365,bridge street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3020587501.0,-73.985255,40.69245,302.0,33.0,1502.0,bk0202
6230,3392968.0,306,gold street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001337501.0,-73.983271,40.694978,302.0,35.0,1501.0,bk0202
6231,3392969.0,345,adams street,11201,brooklyn,active,3.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001407503.0,-73.988915,40.6934,302.0,33.0,1100.0,bk0202
6232,3393888.0,343,gold street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3020490002.0,-73.983289,40.694226,302.0,35.0,1502.0,bk0202
6233,3396962.0,138,willoughby street,11201,brooklyn,active,5.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001497502.0,-73.983135,40.692069,302.0,33.0,1502.0,bk0202
6234,3396962.0,138,willoughby street,11201,brooklyn,active,5.0,nyc health department audit & inspection,2021.0,ah7d,nychc 141.07(b),"failure to inspect drinking water tank, including testing water for bacteriological content.",2019.0,12/27/2021,0.0,3001497502.0,-73.983135,40.692069,302.0,33.0,1502.0,bk0202
6235,3396962.0,138,willoughby street,11201,brooklyn,active,5.0,nyc health department audit & inspection,2021.0,ah7d,nychc 141.07(b),"failure to inspect drinking water tank, including testing water for bacteriological content.",2020.0,12/27/2021,0.0,3001497502.0,-73.983135,40.692069,302.0,33.0,1502.0,bk0202
6236,3397012.0,111,lawrence street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001480001.0,-73.986228,40.692848,302.0,33.0,1100.0,bk0202
6237,3397446.0,22,north 6 street,11249,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3023327502.0,-73.962813,40.720077,301.0,33.0,55500.0,bk0102
6238,3397571.0,505,court street,11231,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3004767501.0,-73.999156,40.675574,306.0,39.0,7700.0,bk0601
6239,3397861.0,445,albee square west,11201,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001497501.0,-73.983452,40.690833,302.0,33.0,1502.0,bk0202
6240,3398150.0,1,north 4 place,11249,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3023400004.0,-73.964315,40.719372,301.0,33.0,55500.0,bk0102
6241,3398156.0,620,atlantic avenue,11217,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3011180001.0,-73.975691,40.683454,302.0,35.0,12902.0,bk0602
6242,3398591.0,461,dean street,11217,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3011180002.0,-73.975306,40.681736,306.0,35.0,12902.0,bk0602
6243,3413765.0,2,north 6 place,11249,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3023240030.0,-73.963203,40.720447,301.0,33.0,55500.0,bk0102
6244,3418101.0,1,blue slip,11222,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3024727503.0,-73.959012,40.736165,301.0,33.0,56302.0,bk0101
6245,3418263.0,333,schermerhorn street,11217,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001670013.0,-73.981243,40.687144,302.0,33.0,3700.0,bk0202
6246,3420828.0,309,gold street,11201,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001340001.0,-73.983242,40.695134,302.0,35.0,1501.0,bk0202
6247,3422087.0,21,india street,11222,brooklyn,active,3.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3025307502.0,-73.960195,40.731807,301.0,33.0,56302.0,bk0101
6248,3422112.0,33,bond street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001667502.0,-73.983658,40.688643,302.0,33.0,3700.0,bk0202
6249,3424451.0,100,willoughby street,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001457502.0,-73.9847,40.692126,302.0,33.0,1502.0,bk0202
6250,3424470.0,250,ashland place,11217,brooklyn,active,3.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3021077501.0,-73.978336,40.687723,302.0,35.0,3300.0,bk0203
6251,3424478.0,336,flatbush avenue,11238,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001497501.0,-73.982183,40.691308,302.0,33.0,1502.0,bk0202
6252,3424517.0,86,fleet place,11201,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3020617501.0,-73.981771,40.693059,302.0,35.0,3101.0,bk0203
6253,3425311.0,96,wythe avenue,11249,brooklyn,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3022950021.0,-73.958332,40.721489,301.0,33.0,55700.0,bk0102
6254,3425311.0,96,wythe avenue,11249,brooklyn,active,1.0,nyc health department inspection,2021.0,0,0,0,2020.0,0,0.0,3022950021.0,-73.958332,40.721489,301.0,33.0,55700.0,bk0102
6255,3425676.0,420,kent avenue,11249,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3021340056.0,-73.968525,40.709915,301.0,33.0,54700.0,bk0102
6256,3426023.0,120,nassau street,11201,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3001077501.0,-73.98666,40.698486,302.0,33.0,1300.0,bk0202
6257,3426946.0,1,dock 72 way,11251,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3020230001.0,-73.972176,40.699809,302.0,33.0,54300.0,bk0261
6258,3428938.0,2,blue slip,11222,brooklyn,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,3024720050.0,-73.95903,40.736157,301.0,33.0,56302.0,bk0101
